concept,prompt
paragraph2sentence.trial-trial-p2s-32-2,La capacité Internet du Social Science Research Network (SSRN) a été mise à rude épreuve jusqu'à sa mise à niveau en 2008 grâce à un don de Harvard Law  dont les étudiants téléchargent plus d'articles du SSRN que de toute autre école.
paragraph2sentence.trial-trial-p2s-33-1,La philosophie des droits de l’homme tente d’examiner les fondements sous-jacents du concept des droits de l’homme et porte un regard critique sur son contenu et sa justification. Plusieurs approches théoriques ont été avancées pour expliquer comment et pourquoi les droits de l’homme sont devenus partie intégrante des attentes sociales.
paragraph2sentence.trial-trial-p2s-33-2,Mon exposé de philosophie portait sur les récentes tentatives du Nicaragua pour améliorer les droits de l'homme de leur pays sur la base des demandes de son peuple.
paragraph2sentence.trial-trial-p2s-34-1,Le navire qui lança véritablement la première phase des découvertes portugaises le long des côtes africaines fut la caravelle  un développement basé sur les bateaux de pêche existants. Ils étaient agiles et plus faciles à naviguer  avec un tonnage de 50 à 160 tonnes et 1 à 3 mâts  avec des voiles triangulaires latines permettant le relevage. La caravelle bénéficiait d'une plus grande capacité de virement de bord. La capacité limitée en matière de fret et d'équipage était leur principal inconvénient  mais n'a pas entravé son succès.
paragraph2sentence.trial-trial-p2s-34-2,Les caravelles offraient un stockage de marchandises et une navigabilité supérieurs à ceux des autres navires de l'époque  ce qui permettait à des équipages tels que les Portugais d'explorer plus loin en Afrique.
sentence2phrase.test-scientific-1-1,En mécanique des solides  le flux de cisaillement est donné en dimensions de force par longueur.
sentence2phrase.test-scientific-1-2,une algèbre de Banach sur le corps des nombres complexes
sentence2phrase.test-scientific-2-1,En outre  les contrôleurs aléatoires initiaux peuvent présenter un comportement potentiellement dangereux  comme s'écraser à plusieurs reprises contre un mur  ce qui peut endommager le robot.
sentence2phrase.test-scientific-2-2,problèmes dans la mécanique des robots
sentence2phrase.test-scientific-3-1,Les ceintures de roches vertes ont été interprétées comme s'étant formées dans d'anciens centres d'expansion océanique et dans des terranes d'arcs insulaires.
sentence2phrase.test-scientific-3-2,la formation d'anciens arcs océaniques et insulaires via des ceintures de roches vertes
sentence2phrase.test-scientific-4-1,Une vibration A est considérée comme plus sévère qu'une vibration B si elle produit un déplacement relatif plus élevé (c'est-à-dire une contrainte plus élevée) sur ce système SDOF que la vibration B.
sentence2phrase.test-scientific-4-2,instigateur de la médecine expérimentale
sentence2phrase.test-scientific-5-1,Le mandrin de serrage se monte directement dans la tourelle du tour ou dans le support de barre.
sentence2phrase.test-scientific-5-2,initiation au travail du bois
sentence2phrase.test-scientific-6-1,Les hôtes peuvent combattre les infections grâce à leur système immunitaire.
sentence2phrase.test-scientific-6-2,la fonction du système immunitaire
sentence2phrase.test-scientific-7-1,Parfois  le contrôle anticipatif pur sans rétroaction est appelé « balistique »  car une fois qu'un signal de contrôle a été envoyé  il ne peut plus être ajusté ; tout réglage correctif doit se faire au moyen d'un nouveau signal de commande.
sentence2phrase.test-scientific-7-2,lancement  vol  comportement et effets des projectiles
sentence2phrase.test-scientific-8-1,AdaBoost est adaptatif dans le sens où les classificateurs suivants construits sont modifiés en faveur des instances mal classées par les classificateurs précédents.
sentence2phrase.test-scientific-8-2,abrégeant Adaptive Boosting en AdaBoost
sentence2phrase.test-scientific-9-1,Les diététistes recommandent d’ingérer des aliments spécifiques riches en éléments alimentaires.
sentence2phrase.test-scientific-9-2,recommandations des diététistes pour consommer certains aliments riches en éléments alimentaires
sentence2phrase.test-scientific-10-1,La plupart des acides gras ne sont pas essentiels  ce qui signifie que l’organisme peut les produire selon ses besoins  généralement à partir d’autres acides gras et toujours en dépensant de l’énergie pour ce faire.
sentence2phrase.test-scientific-10-2,générer des acides gras non essentiels selon les besoins
sentence2phrase.test-scientific-11-1,Dans la cinétique des réactions  un effet de vitesse est parfois observé entre différents isotopomères d’un même produit chimique.
sentence2phrase.test-scientific-11-2,l'effet de vitesse observé dans la cinétique de réaction entre différents isotopomères du même produit chimique
sentence2phrase.test-scientific-12-1,L'activité oscillatoire dans des groupes de neurones résulte généralement de connexions de rétroaction entre les neurones qui aboutissent à la synchronisation de leurs schémas de déclenchement.
sentence2phrase.test-scientific-12-2,modèles de liaison neuronale appelés ondes gamma
sentence2phrase.test-scientific-13-1,Les supports de stockage de données optiques actuels  tels que les CD et DVD  stockent les données sous la forme d'une série de marques réfléchissantes sur une surface interne d'un disque.
sentence2phrase.test-scientific-13-2,examens médicaux annuels
sentence2phrase.test-scientific-14-1,Plus prosaïquement  des plasmas d'électrons purs sont utilisés pour produire les micro-ondes dans les fours à micro-ondes  via l'instabilité du magnétron.
sentence2phrase.test-scientific-14-2,production de rayonnement micro-ondes dans des fours à micro-ondes commerciaux
sentence2phrase.test-scientific-15-1,L’agriculture comporte beaucoup de risques et d’incertitudes.
sentence2phrase.test-scientific-15-2,destruction des récoltes à cause des fortes pluies et des inondations
sentence2phrase.test-scientific-16-1,La plupart des alcènes sont prochiraux  ce qui signifie dans ce contexte que leur hydrocyanation génère des nitriles chiraux.
sentence2phrase.test-scientific-16-2,propriétés chimiques des molécules d'alcène
sentence2phrase.test-scientific-17-1,La réaction photosynthétique peut être divisée en deux demi-réactions (oxydation et réduction)  toutes deux essentielles à la production de carburant.
sentence2phrase.test-scientific-17-2,le processus de photosynthèse utilisé par les plantes
sentence2phrase.test-scientific-18-1,La matière noire ne peut pas être vue directement avec les télescopes ; de toute évidence  il n’émet ni n’absorbe de lumière ou d’autres rayonnements électromagnétiques à un niveau significatif.
sentence2phrase.test-scientific-18-2,un matériau invisible dans l'espace connu sous le nom de matière noire
sentence2phrase.test-scientific-19-1,L'hyperactivation pourrait alors être suivie par la réaction acrosomique où la structure en forme de capuchon sur la tête de la cellule libère les enzymes qu'elle contient.
sentence2phrase.test-scientific-19-2,la différence de densité moyenne entre la dalle et l'asthénosphère environnante
sentence2phrase.test-scientific-20-1,Comme pour les festivals des années 1970  Deeply Vale espérait rassembler des musiques de tous styles  créer de nouveaux styles et genres et peut-être en briser quelques-uns.
sentence2phrase.test-scientific-20-2,la musique dans les années 1970
sentence2phrase.test-scientific-21-1,Parmi les centaines de configurations de facettes utilisées  la plus célèbre est probablement la taille ronde en brillant  utilisée pour le diamant et de nombreuses pierres précieuses de couleur.
sentence2phrase.test-scientific-21-2,l'une des tailles de diamants et de pierres précieuses les plus célèbres
sentence2phrase.test-scientific-22-1,La différence de masse effective ou de coefficient de frottement entre l'anion et le cation entraînerait des amplitudes de déplacement différentes dans une onde longitudinale.
sentence2phrase.test-scientific-22-2,amplitudes de déplacement des ondes longitudinales à partir des coefficients de frottement entre anion et cation
sentence2phrase.test-scientific-23-1,Deux équipes de scientifiques ont travaillé séparément pour créer deux « capes d'invisibilité » à partir de « métamatériaux » conçus à l'échelle nanométrique.
sentence2phrase.test-scientific-23-2,un modèle mathématique entièrement prédictif d'un système héliocentrique
sentence2phrase.test-scientific-24-1,L’eugénisme est devenu une discipline académique dans de nombreux collèges et universités et a reçu des financements de nombreuses sources.
sentence2phrase.test-scientific-24-2,l'approbation et le financement de l'eugénisme en tant que discipline universitaire
sentence2phrase.test-scientific-25-1,Le Solar Orbiter observe le Soleil depuis une orbite excentrique à l’intérieur du périhélie de Mercure.
sentence2phrase.test-scientific-25-2,les premières images du côté obscur de Mercure
sentence2phrase.test-scientific-26-1,Le spectre électromagnétique s'étend des basses fréquences utilisées pour les communications radio modernes jusqu'au rayonnement gamma à l'extrémité des ondes courtes (hautes fréquences)  couvrant ainsi des longueurs d'onde allant de milliers de kilomètres jusqu'à une fraction de la taille d'un atome.
sentence2phrase.test-scientific-26-2,une proposition de révision de la chronologie égyptienne de l'Egypte ancienne
sentence2phrase.test-scientific-27-1,Si un médicament a déjà été identifié pour une cible  cette cible est par définition médicamentable.
sentence2phrase.test-scientific-27-2,la susceptibilité de la cible à se lier à un médicament
sentence2phrase.test-scientific-28-1,Alors que ses détracteurs ont remis en question sa faisabilité  ses partisans affirment que les applications dans la recherche industrielle  en biologie et en sciences humaines ont déjà prouvé la validité du concept original.
sentence2phrase.test-scientific-28-2,validité d'une approche issue de ses usages appliqués
sentence2phrase.test-scientific-29-1,Les neutrinos ne sont pas chargés électriquement comme les électrons  les protons et autres particules chargées.
sentence2phrase.test-scientific-29-2,le manque de charge des neutrinos  qui diffère des électrons et des protons
sentence2phrase.test-scientific-30-1,Puisque les charges opposées s’attirent via une simple force électromagnétique  les électrons chargés négativement qui gravitent autour du noyau et les protons chargés positivement dans le noyau s’attirent.
sentence2phrase.test-scientific-30-2,attraction des protons positifs et des électrons négatifs
sentence2phrase.test-scientific-31-1,Cela permet à un produit laitier  tel que le fromage  de conserver davantage son goût d'origine  mais les aliments thermisés ne sont pas considérés comme pasteurisés par les régulateurs alimentaires.
sentence2phrase.test-scientific-31-2,thermisation des aliments
sentence2phrase.test-scientific-32-1,Dans le langage moderne  la bureaucratie fait référence au système administratif régissant toute grande institution.
